Commodity code,Commodity,Quantity,Unit,Supplimentary Quantity,Supplimentary Unit,US dollar
2032200,"Frozen unboned hams, shoulders&cuts thereof of swine",477597383,Kilogram,0,?,"884,895,775"
2032900,Other frozen swine meat,1515486734,Kilogram,0,?,"3,621,143,501"
2041000,Fresh or chilled lamb carcasses&half carcasses,727334,Kilogram,0,?,"4,563,832"
2042100,Fresh or chilled sheep carcasses&half carcasses (excl. lamb),279051,Kilogram,0,?,"1,442,680"
2042200,Fresh or chilled unboned meat of sheep,347298,Kilogram,0,?,"2,429,241"
2042300,Fresh or chilled boneless meat of sheep,46795,Kilogram,0,?,"497,896"
2043000,Frozen lamb carcasses&half carcasses,5120659,Kilogram,0,?,"28,960,313"
2044100,Frozen sheep carcasses&half carcasses (excl.lamb),25971611,Kilogram,0,?,"119,311,174"
2044200,Frozen unboned meat of sheep,333698674,Kilogram,0,?,"1,590,117,100"
2044300,Frozen boneless meat of sheep,25868331,Kilogram,0,?,"112,488,939"
2045000,"Fresh, chilled or frozen goat meat",259235,Kilogram,0,?,"1,657,219"
2050000,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",28258367,Kilogram,0,?,"53,000,156"
2062100,Frozen bovine tongues,188814,Kilogram,0,?,"1,584,045"
2062200,Frozen bovine livers,260390,Kilogram,0,?,"222,701"
2062900,Frozen edible bovine offal (excl. tongues&livers),26425174,Kilogram,0,?,"105,540,280"
2064100,Frozen swine livers,5166114,Kilogram,0,?,"3,501,017"
2064900,Frozen edible swine offal (excl. livers),1011582429,Kilogram,0,?,"1,863,519,766"
2069000,"Frozen edible offal of sheep, goats, horses,asses&mules or hinnies,",5625951,Kilogram,0,?,"24,275,875"
2071200,Frozen whole chickens,5230525,Kilogram,0,?,"6,203,722"
2071311,"Fresh or chilled cuts of chicken, with bone",10796,Kilogram,0,?,"10,234"
2071411,"Frozen chicken cuts, with bone",228176504,Kilogram,0,?,"350,427,447"
2071419,"Frozen chicken cuts, nes",18697653,Kilogram,0,?,"39,380,917"
2071421,Frozen midjoint wing of chicken,269980124,Kilogram,0,?,"895,025,012"
2071422,Frozen chicken claw,200367178,Kilogram,0,?,"586,274,958"
2071429,"Frozen offal of chicken, nes",57047759,Kilogram,0,?,"96,168,615"
2072500,Frozen whole turkeys,251941,Kilogram,0,?,"858,322"
2072700,Frozen cuts&offal of turkeys,15245556,Kilogram,0,?,"38,674,577"
2074500,Frozen cuts&offal of ducks,8634,Kilogram,0,?,"160,573"
2085000,"Fresh, chilled or frozen meat&edible offal of reptiles",500,Kilogram,0,?,"6,068"
2089090,"Fresh, chilled or frozen meat&edible offal, nes",1088205,Kilogram,0,?,"6,526,480"
2091000,"Pig fat, not extracted, fresh, chilled, frozen,dried or salted",113570050,Kilogram,0,?,"151,910,051"
2101110,"Unboned swine hams&shoulders, salted, in brine,dried or smoked",54685,Kilogram,0,?,"3,161,039"
2101190,"Cuts of unboned swine hams&shoulders, saltd, in brine, drd or smkd",359,Kilogram,0,?,"8,625"
2101900,"Meat of swine, salted, in brine,dried or smoked, nes",423408,Kilogram,0,?,"11,158,283"
2102000,"Meat of bovine animals, salted,in brine,dried or smoked",12,Kilogram,0,?,873
2109300,"Meat/edible offal of reptiles, saltd/brn/drd/smkd;flours&meals",1500,Kilogram,0,?,"109,596"
3011100,Live ornamental freshwater fish,203110,Kilogram,0,?,"27,480,438"
3011900,Other live ornamental fish,58020,Kilogram,0,?,"4,148,367"
3019210,Live eels fry,20314,Kilogram,0,?,"16,302,535"
3019290,"Live eels, excl. fry",396127,Kilogram,0,?,"2,414,823"
3019911,Live perch fry,6816,Kilogram,0,?,"295,341"
3019919,Other live fry,157948,Kilogram,0,?,"2,705,519"
3019999,"Live fish nes, excl. Fry",25257405,Kilogram,0,?,"111,785,120"
3021100,Fresh or chilled trout,19892,Kilogram,0,?,"162,942"
3021300,Fresh or chilled Pacific salmon,514285,Kilogram,0,?,"5,850,137"
3021410,Fresh or chilled Atlantic salmon,74241776,Kilogram,0,?,"686,493,476"
3022100,Fresh or chilled halibut,165,Kilogram,0,?,"4,005"
3022200,Fresh or chilled plaice,4622,Kilogram,0,?,"22,050"
3022300,Fresh or chilled sole,1105,Kilogram,0,?,"43,997"
3022900,Other fresh or chilled flat fish,1053518,Kilogram,0,?,"2,372,489"
3023100,Fresh or chilled albacore or longfinned tunas,1051,Kilogram,0,?,"11,079"
3023200,Fresh or chilled yellowfin tunas,185574,Kilogram,0,?,"1,537,370"
3023300,Fresh or chilled skipjack or stripe-bellied bonito,1501,Kilogram,0,?,"34,566"
3023400,Fresh or chilled bigeye tunas,141,Kilogram,0,?,"1,190"
3023510,Fresh or chilled Atlantic bluefin tunas,36341,Kilogram,0,?,"948,223"
3023520,Fresh or chilled Pacific bluefin tunas,438908,Kilogram,0,?,"15,051,187"
3023600,Fresh or chilled bluefin tunas,82694,Kilogram,0,?,"1,226,809"
3024100,Fresh or chilled herrings,305243,Kilogram,0,?,"200,242"
3024300,"Fresh or chilled sardines,sadinella, brisling or sprats",17293,Kilogram,0,?,"25,357"
3024400,Fresh or chilled mackerel,34813,Kilogram,0,?,"402,148"
3024500,Fresh or chilled jack and horse mackerel,76643,Kilogram,0,?,"1,534,620"
3024900,"Fresh or chilled indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish",767746,Kilogram,0,?,"8,729,011"
3025100,Fresh or chilled cod,2462,Kilogram,0,?,"35,079"
3025200,Fresh or chilled haddock,82,Kilogram,0,?,512
3025300,Fresh or chilled coalsish,578,Kilogram,0,?,"14,568"
3025900,Other fresh or chilled fish of the families Bregmacerotidae and Euclichthyidae etc.,14,Kilogram,0,?,125
3027200,Fresh or chilled catfish,33120,Kilogram,0,?,"26,593"
3027300,Fresh or chilled carp,920,Kilogram,0,?,"2,768"
3027400,Fresh or chilled eels,2,Kilogram,0,?,50
3027900,Fresh or chilled Nile perch and snakeheads,307,Kilogram,0,?,463
3028100,Fresh or chilled dogfish and other sharks,30330,Kilogram,0,?,"36,701"
3028400,Fresh or chilled seabass,330,Kilogram,0,?,"5,501"
3028500,Fresh or chilled seabream,5,Kilogram,0,?,124
3028910,Fresh or chilled scabber fish,16644658,Kilogram,0,?,"27,099,631"
3028920,Fresh or chilled yellow croaker,35971,Kilogram,0,?,"331,599"
3028930,Fresh or chilled butterfish,252808,Kilogram,0,?,"2,694,635"
3028940,Fresh or chilled puffer fish,10687,Kilogram,0,?,"56,511"
3028990,"Fresh or chilled fish, nes",9987561,Kilogram,0,?,"37,528,698"
3031100,Frozen sockeye salmon,3868788,Kilogram,0,?,"23,563,676"
3031200,Other frozen Pacific salmon,150495100,Kilogram,0,?,"325,776,654"
3031300,Frozen Atlantic salmon and Danube salmon,14942202,Kilogram,0,?,"90,042,779"
3031400,Frozen trout,2447110,Kilogram,0,?,"16,463,319"
3031900,Other frozen salmonidae,1232322,Kilogram,0,?,"5,503,335"
3032300,Frozen tilapias,100,Kilogram,0,?,201
3032400,Frozen catfish,32984068,Kilogram,0,?,"60,120,398"
3032500,Frozen carp,395447,Kilogram,0,?,"528,767"
3032600,Frozen eels,3046002,Kilogram,0,?,"4,170,499"
3032900,Frozen Nile perch and snakeheads,10271,Kilogram,0,?,"36,214"
3033110,Frozen greenland halibut,65667834,Kilogram,0,?,"395,439,656"
3033190,Other frozen halibut,1943328,Kilogram,0,?,"11,935,548"
3033200,Frozen plaice,659088,Kilogram,0,?,"1,311,138"
3033300,Frozen sole,2740489,Kilogram,0,?,"4,772,947"
3033900,Other frozen flat fish,148476483,Kilogram,0,?,"275,314,522"
3034100,Frozen albacore or longfinned tunas,50190,Kilogram,0,?,"120,584"
3034200,Frozen yellowfin tunas,9388317,Kilogram,0,?,"20,712,826"
3034300,Frozen skipjack or stripe-bellied bonito,79334201,Kilogram,0,?,"91,295,501"
3034400,Frozen bigeye tunas,781155,Kilogram,0,?,"2,405,198"
3034510,Frozen Atlantic bluefin tunas,96049,Kilogram,0,?,"2,350,806"
3034600,Frozen southern bluefin tunas,30,Kilogram,0,?,903
3034900,"Frozen tunas, nes",320698,Kilogram,0,?,"836,180"
3035100,Frozen herrings,176414305,Kilogram,0,?,"107,676,604"
3035300,"Frozen sadines, sardinella, brisling or sprats",55167091,Kilogram,0,?,"28,584,298"
3035400,Frozen mackerel,130156389,Kilogram,0,?,"200,123,616"
3035500,Frozen jack and horse mackerel,19962951,Kilogram,0,?,"28,711,304"
3035700,Frozen swordfish,156362,Kilogram,0,?,"683,892"
3035900,"Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish",55279496,Kilogram,0,?,"80,341,466"
3036300,Frozen cod,174391647,Kilogram,0,?,"640,618,876"
3036400,Frozen haddock,41919899,Kilogram,0,?,"137,253,112"
3036500,Frozen coalfish,14633274,Kilogram,0,?,"30,834,780"
3036600,Frozen hake,23849145,Kilogram,0,?,"39,963,599"
3036700,Frozen Alaska Pollack,685891780,Kilogram,0,?,"940,760,521"
3036800,Frozen blue whitings,52647452,Kilogram,0,?,"40,176,030"
3036900,"Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.",27250216,Kilogram,0,?,"65,100,502"
3038100,Frozen dogfish and other sharks,5314570,Kilogram,0,?,"6,144,750"
3038200,Frozen rays and skates,2373594,Kilogram,0,?,"4,118,849"
3038300,Frozen toothfish,6321811,Kilogram,0,?,"166,694,167"
3038400,Frozen seabass,12928,Kilogram,0,?,"77,544"
3038910,Frozen scabber fish,113445950,Kilogram,0,?,"206,490,048"
3038920,Frozen yellow croaker,5268524,Kilogram,0,?,"9,978,983"
3038930,Frozen butterfish,11926326,Kilogram,0,?,"28,017,750"
3038990,"Frozen fish, nes",349472014,Kilogram,0,?,"636,404,682"
3039100,"Frozen fish liver, roes and milt",10556983,Kilogram,0,?,"68,337,200"
3039200,Frozen shark fins,2899133,Kilogram,0,?,"21,602,784"
3039900,Other frozen edible fish offal,43294425,Kilogram,0,?,"113,394,117"
3043900,"Fresh or chilled fillets of carp, eels and snakeheads",17946,Kilogram,0,?,"26,918"
3044100,Fresh or chilled fillets of Pacific/Altantic/Danude salmon,52736,Kilogram,0,?,"713,578"
3044300,Fresh or chilled fillets of flat fish,19,Kilogram,0,?,307
3044400,Fresh or chilled fillets of fish of the families Bregmacerotidae and Euclichthyidae etc.,10650,Kilogram,0,?,"203,415"
3044900,Other fresh or chilled fish fillets,18411,Kilogram,0,?,"414,720"
3045100,"Fresh or chilled meat of tilapias , catfish, carp, eels, Nile perch and snakeheads",2,Kilogram,0,?,190
3045200,Fresh or chilled meat of salmonidae,2953,Kilogram,0,?,"51,505"
3045900,Other fresh or chilled meat of fish,22125,Kilogram,0,?,"1,131,032"
3046100,Frozen fillets of tilapias,55046,Kilogram,0,?,"223,086"
3046290,Frozen fillets of other catfish,209065276,Kilogram,0,?,"449,203,087"
3046300,Frozen fillets of Nile perch,450308,Kilogram,0,?,"1,880,902"
3046900,Frozen fillets of carp/eels/snakeheads,56222,Kilogram,0,?,"99,160"
3047100,Frozen fillets of cod,316624,Kilogram,0,?,"2,523,579"
3047200,Frozen fillets of haddock,60581,Kilogram,0,?,"246,319"
3047300,Frozen fillets of coalfish,151293,Kilogram,0,?,"200,363"
3047400,Frozen fillets of Hake,134539,Kilogram,0,?,"511,881"
3047500,Frozen fillets of Alaska pollack,2861650,Kilogram,0,?,"9,695,122"
3047900,Frozen fillets of fish of the families Bregmacerotidae and Euclichthyidae etc.,2656345,Kilogram,0,?,"8,850,338"
3048100,Frozen fillets of Pacific/Atlantic/Danude salmon,439948,Kilogram,0,?,"4,758,529"
3048200,Frozen fillets of trout,14782,Kilogram,0,?,"244,094"
3048300,Frozen fillets of flat fish,154537,Kilogram,0,?,"747,743"
3048500,Frozen fillets of toothfish,28544,Kilogram,0,?,"723,274"
3048600,Frozen fillets of herrings,238579,Kilogram,0,?,"349,177"
3048700,"Frozen fillets of tunas, skipjack or stripe-bellied bonito",1583866,Kilogram,0,?,"11,379,924"
3048800,"Frozen fillets of dogfish, other sharks, rays and skates",53493,Kilogram,0,?,"103,278"
3048900,Frozen fillets of other fish,1623881,Kilogram,0,?,"8,898,067"
3049100,Frozen meat of swordfish,19346,Kilogram,0,?,"242,073"
3049200,Frozen meat of toothfish,96945,Kilogram,0,?,"1,138,215"
3049300,"Frozen meat of tilapias, catfish , carp, eels, Nile perch and snakeheads",405000,Kilogram,0,?,"699,864"
3049400,Frozen meat of Alaska pollack,4049325,Kilogram,0,?,"13,618,051"
3049500,"Frozen meat of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae etc, other than Alaska Pollack",8947901,Kilogram,0,?,"17,338,183"
3049600,Frozen meat of dogfish and other sharks,69673,Kilogram,0,?,"49,411"
3049900,Frozen meat of other fish,44649503,Kilogram,0,?,"113,311,359"
3051000,"Flours, meals&pellets of fish, fit for human consumption",15362,Kilogram,0,?,"382,538"
3052000,"Dried/smoked/salted fish livers,roes and milt",1043887,Kilogram,0,?,"18,675,148"
3053100,"Dried/salted fillets of tilapias, catfish , carp, eels, Nile perch and snakeheads",11580,Kilogram,0,?,"29,037"
3053200,"Dried/salted fish fillets of the families Bregmacerotidae, Euclichthyidae, Gadidae,Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",12999,Kilogram,0,?,"174,446"
3053900,Dried/salted fillets of other fish,68720,Kilogram,0,?,"407,937"
3054110,Smoked Atlantic salmon(excl.offal),16675,Kilogram,0,?,"367,697"
3054120,Smoked Pacific/Danude salmon(excl.offal),3216,Kilogram,0,?,"58,017"
3054300,Smoked trout(excl.offal),22248,Kilogram,0,?,"456,374"
3054900,Other smoked fish(excl.edible offal),32744,Kilogram,0,?,"359,367"
3055100,Dried cod(excl.offal),107635,Kilogram,0,?,"785,901"
3055400,"Dried herrings, anchovies, sardines,mackerel,seerfishes,silver pomfrets (Pampus spp.),Pacific saury, swordfish, bonitos etc.",10529999,Kilogram,0,?,"19,247,375"
3055990,Other dried fish(excl.offal),24087446,Kilogram,0,?,"50,309,671"
3056200,Salted cod(excl.offal),22380,Kilogram,0,?,"24,164"
3056300,Salted anchovies,215523,Kilogram,0,?,"646,569"
3056400,"Salted tilapias, catfish, carp, eels, Nile perch and snakeheads",4776822,Kilogram,0,?,"10,007,288"
3056920,Salted yellow croaker(excl.offal),5,Kilogram,0,?,195
3056990,"Salted fish,nes(excl.offal)",330123,Kilogram,0,?,"705,490"
3057100,Shark fins,398337,Kilogram,0,?,"4,810,816"
3057200,"Fish heads, tails and maws",952832,Kilogram,0,?,"9,183,308"
3057900,Other fish fins and edible offal,4104864,Kilogram,0,?,"6,836,770"
3061100,Frozen rock lobsters and crawfish,4093342,Kilogram,0,?,"74,615,023"
3061200,Frozen lobsters,2833964,Kilogram,0,?,"37,437,187"
3061410,Frozen swimming crabs,976009,Kilogram,0,?,"2,595,502"
3061490,Other frozen crabs,15988113,Kilogram,0,?,"207,415,937"
3061500,Frozen Norway lobsters,488940,Kilogram,0,?,"6,478,136"
3061611,Frzen cold-water shelled shrimps,174490,Kilogram,0,?,"1,091,451"
3061612,Other frozen cold-water northern pandalus,53461435,Kilogram,0,?,"281,167,706"
3061619,Other forzen cold-water shrimps,1302583,Kilogram,0,?,"16,002,996"
3061621,Frozen cold-water shelled prawns,67445,Kilogram,0,?,"476,350"
3061629,Other frozen cold-water prawns,419800,Kilogram,0,?,"4,623,039"
3061711,Other frozen shelled shrimps,6607570,Kilogram,0,?,"36,519,486"
3061719,Other frozen shrimps,38679238,Kilogram,0,?,"271,035,293"
3061721,Other frozen shelled prawns,30495573,Kilogram,0,?,"183,411,755"
3061729,Other frozen prawns,573668806,Kilogram,0,?,"3,490,116,553"
3061990,"Frozen crustaceans,nes,incl. flours,meals,pellets for human",1462327,Kilogram,0,?,"19,368,083"
3063190,"Live/fresh/chilled rock lobster and other sea crawfish, not for cultivation",17031634,Kilogram,0,?,"941,736,876"
3063210,Live lobsters for cultivation,20,Kilogram,0,?,400
3063290,"Live/fresh/chilled lobsters, not for cultivation",21876905,Kilogram,0,?,"475,495,132"
3063310,Live crabs for cultivation,654,Kilogram,0,?,"7,703"
3063391,"Live/fresh/chilled freshwater crabs, not for cultivation",4830,Kilogram,0,?,"7,889"
3063392,"Live/fresh/chilled swimming crabs, not for cultivation",1178951,Kilogram,0,?,"8,296,332"
3063399,"Other live/fresh/chilled crabs, not for cultivation",54794100,Kilogram,0,?,"771,627,171"
3063490,"Live/fresh/chilled Norway lobsters, not for cultivation",1298,Kilogram,0,?,"40,757"
3063590,"Live cole-water prawns and live/fresh/cold cold-water shrimps, not for cultivation",22444,Kilogram,0,?,"870,503"
3063610,Other shrimps/prawns for cultivation,14521,Kilogram,0,?,"14,611,393"
3063620,Other fresh/chilled prawns,224,Kilogram,0,?,"3,944"
3063690,"Other live prawns and live/fresh/cold shrimps, not for cultivation",13232201,Kilogram,0,?,"147,140,952"
3063910,Other crustaceans for cultivation,3678,Kilogram,0,?,"89,290"
3063990,"Live/fresh/chilled crustaceans nes, incl.edible flours/meals/pellets",1875850,Kilogram,0,?,"40,660,496"
3069510,"Cold-water shrimps and prawns,prepared other than fresh/chilled",6000,Kilogram,0,?,"36,108"
3069590,"Other shrimps and prawns,prepared other than fresh/chilled",1513738,Kilogram,0,?,"4,093,483"
3069900,"Crustaceans nes, incl.edible flours/meals/pellets,prepared other than fresh/chilled",4251,Kilogram,0,?,"107,668"
3071190,"Live/fresh/chilled oysters, not for cultivation",3623445,Kilogram,0,?,"38,277,774"
3071200,Frozen oysters,728712,Kilogram,0,?,"3,645,667"
3071900,Dried/salted/smoked oysters,25,Kilogram,0,?,"2,144"
3072190,"Live/fresh/chilled scallops, not for cultivation",5394153,Kilogram,0,?,"23,885,901"
3072200,Frozen scallops,61967106,Kilogram,0,?,"196,423,522"
3072900,Dried/salted/smoked scallops,107926,Kilogram,0,?,"1,839,652"
3073190,"Live/fresh/chilled mussels, not for cultivation",1002396,Kilogram,0,?,"4,929,538"
3073200,Frzen mussels,3786323,Kilogram,0,?,"21,586,601"
3073900,Dried/salted/smoked mussels,700,Kilogram,0,?,"15,988"
3074291,"Live/fresh/chilled cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",167907,Kilogram,0,?,"408,322"
3074299,Other live/fresh/chilled cuttle fish and squid,46235,Kilogram,0,?,"412,817"
3074310,"Frozen cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",198481325,Kilogram,0,?,"532,097,048"
3074390,Other frozen cuttle fish and squid,154916391,Kilogram,0,?,"329,289,949"
3074910,"Dried/salted/smoked cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",1023837,Kilogram,0,?,"1,933,261"
3074990,Other dried/salted/smoked cuttle fish and squid,293083,Kilogram,0,?,"677,551"
3075100,Live/fresh/chilled octopus,100,Kilogram,0,?,"7,224"
3075200,Frozen octopus,20420419,Kilogram,0,?,"62,131,358"
3075900,Dried/salted/smoked octopus,34368,Kilogram,0,?,"143,740"
3076010,"Snails (not sea snails), for cultivation",751,Kilogram,0,?,"21,027"
3076090,"Snails (not sea snails), not for cultivation",3335055,Kilogram,0,?,"5,957,197"
3077191,"Live/fresh/chilled clams, not for cultivation",363309,Kilogram,0,?,"809,580"
3077199,"Live/fresh/chilled cockles and ark shells, not for cultivation",6462488,Kilogram,0,?,"13,502,293"
3077200,"Frozen clams, cockles and ark shells",5923369,Kilogram,0,?,"60,460,170"
3078190,"Live/fresh/chilled abalone, not for cultivation",922537,Kilogram,0,?,"55,766,794"
3078290,"Live/fresh/chilled stromboid conchs, not for cultivation",827670,Kilogram,0,?,"3,635,370"
3078300,Frozen abalone,205701,Kilogram,0,?,"9,207,125"
3078400,Frozen stromboid conchs,3074977,Kilogram,0,?,"6,139,962"
3078700,Dried/salted/smoked abalone,31855,Kilogram,0,?,"2,310,005"
3079190,"Molluscs nes, live/fresh/chilled, not for cultivation",6161466,Kilogram,0,?,"117,363,975"
3079200,Frozen mollus nes,14775681,Kilogram,0,?,"64,405,872"
3079900,"Molluscs nes, dried/salted/smoked, incl. edible flours/meals/pellets",321023,Kilogram,0,?,"1,612,805"
3081190,"Live/fresh/chilled sea cucumbers, not for cultivation",25059,Kilogram,0,?,"295,729"
3081200,Frozen sea cucumbers,8335997,Kilogram,0,?,"47,552,180"
3081900,Dried/salted/smoked sea cucumbers,3776961,Kilogram,0,?,"64,299,350"
3082110,Sea urchins for cultivation,4,Kilogram,0,?,227
3082190,"Live/fresh/chilled sea urchins, not for cultivation",43982,Kilogram,0,?,"965,945"
3082200,Frozen sea urchins,0,Kilogram,0,?,73
3083090,Frozen/dried/salted/smoked jellyfish,30809031,Kilogram,0,?,"38,011,703"
3089019,"Live/fresh/chilled aquatic invertebrates(excl.crustaceans/molluscs)nes, not for cultivation",43184,Kilogram,0,?,"1,556,460"
3089090,Other frozen/dried/salted/smoked aquatic invertebrates(excl.crustaceans/molluscs),48018,Kilogram,0,?,"138,731"
4011000,"Milk&cream,fat¡Ü1%, not concentrated or sweetened",121534248,Kilogram,0,?,"82,075,971"
4012000,"Milk&cream,1%<fat¡Ü6%, not concentrated or sweetened",607776746,Kilogram,0,?,"513,077,821"
4014000,"Milk&cream,6%<fat¡Ü10%, not concentrated or sweetened",141650,Kilogram,0,?,"267,272"
4015000,"Milk&cream,fat£¾10%, not concentrated or sweetened",161120157,Kilogram,0,?,"505,671,576"
4021000,"Milk&cream in solid forms,fat¡Ü1.5%, concentrated/sweetened",343648881,Kilogram,0,?,"871,210,118"
4022100,"Milk&cream in solid forms of>1.5% fat, concentrated, unsweetened",664000831,Kilogram,0,?,"2,176,033,739"
4022900,"Milk&cream in solid forms of>1.5% fat, concentrated, sweetened",7187218,Kilogram,0,?,"76,879,918"
4029100,"Milk&cream not in solid form, concentrated, unsweetened",15381517,Kilogram,0,?,"27,197,028"
4029900,"Milk&cream not in solid form, concentrated, sweetened",19329062,Kilogram,0,?,"28,372,826"
4031000,Yogurt,31643353,Kilogram,0,?,"52,741,722"
4039000,"Buttermilk, curdled/fermented/acidified milk&cream",2125301,Kilogram,0,?,"6,122,167"
4041000,Whey and modified whey,450885697,Kilogram,0,?,"596,782,333"
4049000,"Products consisting of natural milk constituents, nes",2383082,Kilogram,0,?,"9,211,767"
4051000,Butter,61546100,Kilogram,0,?,"327,086,180"
4052000,Dairy spreads,633,Kilogram,0,?,"6,637"
4059000,Other fats&oils derived from milk,23960096,Kilogram,0,?,"139,335,489"
